GEO_ID,STATE,NAME,Avg Income,State Avg Tax Rate,Local Tax Rate
0500000US18175,Indiana,"Washington County, Indiana",27827,None,None
0500000US18177,Indiana,"Wayne County, Indiana",66613,None,None
0500000US18179,Indiana,"Wells County, Indiana",27947,None,None
0500000US18181,Indiana,"White County, Indiana",24217,None,None
0500000US18183,Indiana,"Whitley County, Indiana",33649,None,None
0500000US19001,Iowa,"Adair County, Iowa",7124,0.78%,0.769
0500000US19003,Iowa,"Adams County, Iowa",3726,0.78%,0.743
0500000US19005,Iowa,"Allamakee County, Iowa",13880,0.78%,0.796
0500000US19007,Iowa,"Appanoose County, Iowa",12510,0.78%,0.792
0500000US19009,Iowa,"Audubon County, Iowa",5637,0.78%,0.797
0500000US19011,Iowa,"Benton County, Iowa",25626,0.78%,0.757
0500000US19013,Iowa,"Black Hawk County, Iowa",133009,0.78%,0.801
0500000US19015,Iowa,"Boone County, Iowa",26399,0.78%,0.780
0500000US19017,Iowa,"Bremer County, Iowa",24782,0.78%,0.788
0500000US19019,Iowa,"Buchanan County, Iowa",21125,0.78%,0.796
0500000US19021,Iowa,"Buena Vista County, Iowa",20260,0.78%,0.773
0500000US19023,Iowa,"Butler County, Iowa",14735,0.78%,0.814
0500000US19025,Iowa,"Calhoun County, Iowa",9780,0.78%,0.785
0500000US19027,Iowa,"Carroll County, Iowa",20344,0.78%,0.779
0500000US19029,Iowa,"Cass County, Iowa",13191,0.78%,0.776
0500000US19031,Iowa,"Cedar County, Iowa",18445,0.78%,0.797
0500000US19033,Iowa,"Cerro Gordo County, Iowa",42984,0.78%,0.708
0500000US19035,Iowa,"Cherokee County, Iowa",11468,0.78%,0.767
0500000US19037,Iowa,"Chickasaw County, Iowa",12099,0.78%,0.790
0500000US19039,Iowa,"Clarke County, Iowa",9282,0.78%,0.797
0500000US19041,Iowa,"Clay County, Iowa",16313,0.78%,0.774
0500000US19043,Iowa,"Clayton County, Iowa",17672,0.78%,0.818
0500000US19045,Iowa,"Clinton County, Iowa",47218,0.78%,0.764
0500000US19047,Iowa,"Crawford County, Iowa",17132,0.78%,0.794
0500000US19049,Iowa,"Dallas County, Iowa",84002,0.78%,0.743
0500000US19051,Iowa,"Davis County, Iowa",8885,0.78%,0.761
0500000US19053,Iowa,"Decatur County, Iowa",8044,0.78%,0.761
0500000US19055,Iowa,"Delaware County, Iowa",17258,0.78%,0.773
0500000US19057,Iowa,"Des Moines County, Iowa",39600,0.78%,0.729
0500000US19059,Iowa,"Dickinson County, Iowa",17056,0.78%,0.808
0500000US19061,Iowa,"Dubuque County, Iowa",96802,0.78%,0.752
0500000US19063,Iowa,"Emmet County, Iowa",9551,0.78%,0.787
0500000US19065,Iowa,"Fayette County, Iowa",19929,0.78%,0.784
0500000US19067,Iowa,"Floyd County, Iowa",15858,0.78%,0.766
0500000US19069,Iowa,"Franklin County, Iowa",10245,0.78%,0.763
0500000US19071,Iowa,"Fremont County, Iowa",6968,0.78%,0.791
0500000US19073,Iowa,"Greene County, Iowa",9003,0.78%,0.771
0500000US19075,Iowa,"Grundy County, Iowa",12341,0.78%,0.813
0500000US19077,Iowa,"Guthrie County, Iowa",10674,0.78%,0.774
0500000US19079,Iowa,"Hamilton County, Iowa",15110,0.78%,0.776
0500000US19081,Iowa,"Hancock County, Iowa",10888,0.78%,0.746
0500000US19083,Iowa,"Hardin County, Iowa",17127,0.78%,0.802
0500000US19085,Iowa,"Harrison County, Iowa",14143,0.78%,0.758
0500000US19087,Iowa,"Henry County, Iowa",19926,0.78%,0.792
0500000US19089,Iowa,"Howard County, Iowa",9264,0.78%,0.786
0500000US19091,Iowa,"Humboldt County, Iowa",9566,0.78%,0.764
0500000US19093,Iowa,"Ida County, Iowa",6916,0.78%,0.782
0500000US19095,Iowa,"Iowa County, Iowa",16207,0.78%,0.743
0500000US19097,Iowa,"Jackson County, Iowa",19395,0.78%,0.790
0500000US19099,Iowa,"Jasper County, Iowa",36891,0.78%,0.796
0500000US19101,Iowa,"Jefferson County, Iowa",18077,0.78%,0.796
0500000US19103,Iowa,"Johnson County, Iowa",147001,0.78%,0.784
0500000US19105,Iowa,"Jones County, Iowa",20568,0.78%,0.783
0500000US19107,Iowa,"Keokuk County, Iowa",10200,0.78%,0.765
0500000US19109,Iowa,"Kossuth County, Iowa",15075,0.78%,0.837
0500000US19111,Iowa,"Lee County, Iowa",34541,0.78%,0.826
0500000US19113,Iowa,"Linn County, Iowa",222121,0.78%,0.779
0500000US19115,Iowa,"Louisa County, Iowa",11223,0.78%,0.773
0500000US19117,Iowa,"Lucas County, Iowa",8597,0.78%,0.745
0500000US19119,Iowa,"Lyon County, Iowa",11769,0.78%,0.768
0500000US19121,Iowa,"Madison County, Iowa",15890,0.78%,0.751
0500000US19123,Iowa,"Mahaska County, Iowa",22208,0.78%,0.754
0500000US19125,Iowa,"Marion County, Iowa",33207,0.78%,0.800
0500000US19127,Iowa,"Marshall County, Iowa",40271,0.78%,0.779
0500000US19129,Iowa,"Mills County, Iowa",14957,0.78%,0.742
0500000US19131,Iowa,"Mitchell County, Iowa",10631,0.78%,0.724
0500000US19133,Iowa,"Monona County, Iowa",8796,0.78%,0.799
0500000US19135,Iowa,"Monroe County, Iowa",7863,0.78%,0.818
0500000US19137,Iowa,"Montgomery County, Iowa",10155,0.78%,0.785
0500000US19139,Iowa,"Muscatine County, Iowa",42950,0.78%,0.784
0500000US19141,Iowa,"O'Brien County, Iowa",13911,0.78%,0.809
0500000US19143,Iowa,"Osceola County, Iowa",6115,0.78%,0.784
0500000US19145,Iowa,"Page County, Iowa",15363,0.78%,0.814
0500000US19147,Iowa,"Palo Alto County, Iowa",9055,0.78%,0.747
0500000US19149,Iowa,"Plymouth County, Iowa",25039,0.78%,0.772
0500000US19151,Iowa,"Pocahontas County, Iowa",6898,0.78%,0.801
0500000US19153,Iowa,"Polk County, Iowa",474274,0.78%,0.716
0500000US19155,Iowa,"Pottawattamie County, Iowa",93503,0.78%,0.814
0500000US19157,Iowa,"Poweshiek County, Iowa",18605,0.78%,0.773
0500000US19159,Iowa,"Ringgold County, Iowa",4984,0.78%,0.829
0500000US19161,Iowa,"Sac County, Iowa",9868,0.78%,0.768
0500000US19163,Iowa,"Scott County, Iowa",172288,0.78%,0.835
0500000US19165,Iowa,"Shelby County, Iowa",11694,0.78%,0.750
0500000US19167,Iowa,"Sioux County, Iowa",34825,0.78%,0.780
0500000US19169,Iowa,"Story County, Iowa",96922,0.78%,0.814
0500000US19171,Iowa,"Tama County, Iowa",17136,0.78%,0.753
0500000US19173,Iowa,"Taylor County, Iowa",6201,0.78%,0.753
0500000US19175,Iowa,"Union County, Iowa",12453,0.78%,0.778
0500000US19177,Iowa,"Van Buren County, Iowa",7223,0.78%,0.813
0500000US19179,Iowa,"Wapello County, Iowa",35315,0.78%,0.740
0500000US19181,Iowa,"Warren County, Iowa",49361,0.78%,0.782
0500000US19183,Iowa,"Washington County, Iowa",22143,0.78%,0.828
0500000US19185,Iowa,"Wayne County, Iowa",6413,0.78%,0.780
0500000US19187,Iowa,"Webster County, Iowa",36757,0.78%,0.762
0500000US19189,Iowa,"Winnebago County, Iowa",10571,0.78%,0.794
0500000US19191,Iowa,"Winneshiek County, Iowa",20401,0.78%,0.770
0500000US19193,Iowa,"Woodbury County, Iowa",102398,0.78%,0.838
0500000US19195,Iowa,"Worth County, Iowa",7489,0.78%,0.770
0500000US19197,Iowa,"Wright County, Iowa",12804,0.78%,0.796
0500000US20001,Kansas,"Allen County, Kansas",12630,2.05%,2.007
0500000US20003,Kansas,"Anderson County, Kansas",7852,2.05%,1.918
0500000US20005,Kansas,"Atchison County, Kansas",16363,2.05%,2.013
0500000US20009,Kansas,"Barton County, Kansas",26791,2.05%,2.022
0500000US20011,Kansas,"Bourbon County, Kansas",14702,2.05%,1.951
0500000US20013,Kansas,"Brown County, Kansas",9664,2.05%,1.990
0500000US20015,Kansas,"Butler County, Kansas",66468,2.05%,2.096
0500000US20017,Kansas,"Chase County, Kansas",2645,2.05%,1.928
0500000US20019,Kansas,"Chautauqua County, Kansas",3367,2.05%,2.071
0500000US20021,Kansas,"Cherokee County, Kansas",20331,2.05%,2.104
0500000US20023,Kansas,"Cheyenne County, Kansas",2677,2.05%,2.064
0500000US20025,Kansas,"Clark County, Kansas",2053,2.05%,2.080
0500000US20027,Kansas,"Clay County, Kansas",8142,2.05%,2.011
0500000US20029,Kansas,"Cloud County, Kansas",9060,2.05%,2.048
0500000US20031,Kansas,"Coffey County, Kansas",8296,2.05%,2.041
0500000US20035,Kansas,"Cowley County, Kansas",35591,2.05%,2.201
0500000US20037,Kansas,"Crawford County, Kansas",39108,2.05%,1.961
0500000US20039,Kansas,"Decatur County, Kansas",2881,2.05%,2.149
0500000US20041,Kansas,"Dickinson County, Kansas",19004,2.05%,2.102
0500000US20043,Kansas,"Doniphan County, Kansas",7736,2.05%,2.103
0500000US20045,Kansas,"Douglas County, Kansas",119319,2.05%,2.017
0500000US20047,Kansas,"Edwards County, Kansas",2925,2.05%,2.157
0500000US20049,Kansas,"Elk County, Kansas",2562,2.05%,2.091
0500000US20051,Kansas,"Ellis County, Kansas",28878,2.05%,2.087
0500000US20053,Kansas,"Ellsworth County, Kansas",6293,2.05%,2.009
0500000US20055,Kansas,"Finney County, Kansas",36957,2.05%,1.879
0500000US20057,Kansas,"Ford County, Kansas",34484,2.05%,2.041
0500000US20059,Kansas,"Franklin County, Kansas",25563,2.05%,1.960
0500000US20061,Kansas,"Geary County, Kansas",34895,2.05%,1.965
0500000US20065,Kansas,"Graham County, Kansas",2545,2.05%,2.125
0500000US20067,Kansas,"Grant County, Kansas",7616,2.05%,2.080
0500000US20069,Kansas,"Gray County, Kansas",6037,2.05%,2.011
0500000US20073,Kansas,"Greenwood County, Kansas",6156,2.05%,2.059
0500000US20075,Kansas,"Hamilton County, Kansas",2616,2.05%,2.080
0500000US20077,Kansas,"Harper County, Kansas",5673,2.05%,1.991
0500000US20079,Kansas,"Harvey County, Kansas",34555,2.05%,2.080
0500000US20081,Kansas,"Haskell County, Kansas",4047,2.05%,1.940
0500000US20085,Kansas,"Jackson County, Kansas",13318,2.05%,2.072
0500000US20087,Kansas,"Jefferson County, Kansas",18888,2.05%,1.979
0500000US20089,Kansas,"Jewell County, Kansas",2916,2.05%,2.092
0500000US20091,Kansas,"Johnson County, Kansas",585502,2.05%,2.028
0500000US20093,Kansas,"Kearny County, Kansas",3932,2.05%,2.108
0500000US20095,Kansas,"Kingman County, Kansas",7470,2.05%,1.993
0500000US20097,Kansas,"Kiowa County, Kansas",2526,2.05%,2.115
0500000US20099,Kansas,"Labette County, Kansas",20367,2.05%,2.066
0500000US20103,Kansas,"Leavenworth County, Kansas",80042,2.05%,1.950
0500000US20105,Kansas,"Lincoln County, Kansas",3097,2.05%,2.157
0500000US20107,Kansas,"Linn County, Kansas",9635,2.05%,1.953
0500000US20109,Kansas,"Logan County, Kansas",2810,2.05%,2.182
0500000US20111,Kansas,"Lyon County, Kansas",33299,2.05%,2.139
0500000US20113,Kansas,"McPherson County, Kansas",28630,2.05%,2.186
0500000US20115,Kansas,"Marion County, Kansas",12032,2.05%,2.034
0500000US20117,Kansas,"Marshall County, Kansas",9798,2.05%,1.994
0500000US20119,Kansas,"Meade County, Kansas",4261,2.05%,1.987
0500000US20121,Kansas,"Miami County, Kansas",33127,2.05%,2.082
0500000US20123,Kansas,"Mitchell County, Kansas",6222,2.05%,2.049
0500000US20125,Kansas,"Montgomery County, Kansas",32970,2.05%,1.973
0500000US20127,Kansas,"Morris County, Kansas",5566,2.05%,2.047
0500000US20129,Kansas,"Morton County, Kansas",2838,2.05%,2.147
0500000US20131,Kansas,"Nemaha County, Kansas",10104,2.05%,2.018
0500000US20133,Kansas,"Neosho County, Kansas",16125,2.05%,2.028
0500000US20135,Kansas,"Ness County, Kansas",2955,2.05%,1.925
0500000US20137,Kansas,"Norton County, Kansas",5486,2.05%,2.010
0500000US20139,Kansas,"Osage County, Kansas",15882,2.05%,2.017
0500000US20141,Kansas,"Osborne County, Kansas",3603,2.05%,1.889
0500000US20143,Kansas,"Ottawa County, Kansas",5902,2.05%,2.034
0500000US20145,Kansas,"Pawnee County, Kansas",6709,2.05%,2.086
0500000US20147,Kansas,"Phillips County, Kansas",5408,2.05%,2.231
0500000US20149,Kansas,"Pottawatomie County, Kansas",23545,2.05%,2.047
0500000US20151,Kansas,"Pratt County, Kansas",9582,2.05%,2.115
0500000US20153,Kansas,"Rawlins County, Kansas",2509,2.05%,2.108
0500000US20155,Kansas,"Reno County, Kansas",63101,2.05%,1.846
0500000US20157,Kansas,"Republic County, Kansas",4686,2.05%,2.082
0500000US20159,Kansas,"Rice County, Kansas",9762,2.05%,2.009
0500000US20161,Kansas,"Riley County, Kansas",75296,2.05%,2.047
0500000US20163,Kansas,"Rooks County, Kansas",5118,2.05%,2.106
0500000US20167,Kansas,"Russell County, Kansas",6977,2.05%,1.882
0500000US20169,Kansas,"Saline County, Kansas",54977,2.05%,2.192
0500000US20171,Kansas,"Scott County, Kansas",4949,2.05%,2.031
0500000US20173,Kansas,"Sedgwick County, Kansas",512064,2.05%,2.273
0500000US20175,Kansas,"Seward County, Kansas",22692,2.05%,2.026
0500000US20177,Kansas,"Shawnee County, Kansas",178284,2.05%,2.126
0500000US20179,Kansas,"Sheridan County, Kansas",2506,2.05%,2.072
0500000US20181,Kansas,"Sherman County, Kansas",5966,2.05%,2.102
0500000US20183,Kansas,"Smith County, Kansas",3663,2.05%,2.182
0500000US20185,Kansas,"Stafford County, Kansas",4214,2.05%,1.909
0500000US20187,Kansas,"Stanton County, Kansas",2063,2.05%,1.980
0500000US20189,Kansas,"Stevens County, Kansas",5686,2.05%,1.991
0500000US20191,Kansas,"Sumner County, Kansas",23208,2.05%,2.126
0500000US20193,Kansas,"Thomas County, Kansas",7824,2.05%,1.986
0500000US20195,Kansas,"Trego County, Kansas",2858,2.05%,2.061
0500000US20197,Kansas,"Wabaunsee County, Kansas",6888,2.05%,2.084
0500000US20201,Kansas,"Washington County, Kansas",5525,2.05%,2.050
0500000US20203,Kansas,"Wichita County, Kansas",2143,2.05%,2.044
0500000US20205,Kansas,"Wilson County, Kansas",8780,2.05%,2.086
0500000US20207,Kansas,"Woodson County, Kansas",3170,2.05%,2.024
0500000US20209,Kansas,"Wyandotte County, Kansas",164345,2.05%,2.104
0500000US20007,Kansas,"Barber County, Kansas",4733,2.05%,2.024
0500000US20165,Kansas,"Rush County, Kansas",3102,2.05%,2.087
0500000US20083,Kansas,"Hodgeman County, Kansas",1842,2.05%,2.046
0500000US20199,Kansas,"Wallace County, Kansas",1575,2.05%,2.101
0500000US20071,Kansas,"Greeley County, Kansas",1200,2.05%,2.157
0500000US20101,Kansas,"Lane County, Kansas",1642,2.05%,2.061
0500000US20063,Kansas,"Gove County, Kansas",2619,2.05%,1.995
0500000US20033,Kansas,"Comanche County, Kansas",1780,2.05%,2.086
0500000US21001,Kentucky,"Adair County, Kentucky",19241,None,None
0500000US21003,Kentucky,"Allen County, Kentucky",20794,None,None
0500000US21005,Kentucky,"Anderson County, Kentucky",22214,None,None
0500000US21007,Kentucky,"Ballard County, Kentucky",8090,None,None
0500000US21009,Kentucky,"Barren County, Kentucky",43680,None,None
0500000US21011,Kentucky,"Bath County, Kentucky",12268,None,None
0500000US21013,Kentucky,"Bell County, Kentucky",27188,None,None
0500000US21015,Kentucky,"Boone County, Kentucky",129095,None,None
0500000US21017,Kentucky,"Bourbon County, Kentucky",20144,None,None
0500000US21019,Kentucky,"Boyd County, Kentucky",48091,None,None
0500000US21021,Kentucky,"Boyle County, Kentucky",29913,None,None
0500000US21023,Kentucky,"Bracken County, Kentucky",8306,None,None
0500000US21025,Kentucky,"Breathitt County, Kentucky",13116,None,None
0500000US21027,Kentucky,"Breckinridge County, Kentucky",20080,None,None
0500000US21029,Kentucky,"Bullitt County, Kentucky",79466,None,None
0500000US21031,Kentucky,"Butler County, Kentucky",12745,None,None
0500000US21033,Kentucky,"Caldwell County, Kentucky",12727,None,None
0500000US21035,Kentucky,"Calloway County, Kentucky",38776,None,None
0500000US21037,Kentucky,"Campbell County, Kentucky",92267,None,None
0500000US21039,Kentucky,"Carlisle County, Kentucky",4841,None,None
0500000US21041,Kentucky,"Carroll County, Kentucky",10711,None,None
0500000US21043,Kentucky,"Carter County, Kentucky",27290,None,None
0500000US21045,Kentucky,"Casey County, Kentucky",15796,None,None
0500000US21047,Kentucky,"Christian County, Kentucky",72263,None,None
0500000US21049,Kentucky,"Clark County, Kentucky",35872,None,None
0500000US21051,Kentucky,"Clay County, Kentucky",20621,None,None
0500000US21053,Kentucky,"Clinton County, Kentucky",10211,None,None
0500000US21055,Kentucky,"Crittenden County, Kentucky",9083,None,None
0500000US21057,Kentucky,"Cumberland County, Kentucky",6713,None,None
0500000US21059,Kentucky,"Daviess County, Kentucky",99937,None,None
0500000US21061,Kentucky,"Edmonson County, Kentucky",12122,None,None
0500000US21063,Kentucky,"Elliott County, Kentucky",7517,None,None
0500000US21065,Kentucky,"Estill County, Kentucky",14313,None,None
0500000US21067,Kentucky,"Fayette County, Kentucky",318734,None,None
0500000US21069,Kentucky,"Fleming County, Kentucky",14479,None,None
0500000US21071,Kentucky,"Floyd County, Kentucky",36926,None,None
0500000US21073,Kentucky,"Franklin County, Kentucky",50296,None,None
0500000US21075,Kentucky,"Fulton County, Kentucky",6210,None,None
0500000US21077,Kentucky,"Gallatin County, Kentucky",8703,None,None
0500000US21079,Kentucky,"Garrard County, Kentucky",17328,None,None
0500000US21081,Kentucky,"Grant County, Kentucky",24915,None,None
0500000US21083,Kentucky,"Graves County, Kentucky",37294,None,None
0500000US21085,Kentucky,"Grayson County, Kentucky",26178,None,None
0500000US21087,Kentucky,"Green County, Kentucky",11023,None,None
0500000US21089,Kentucky,"Greenup County, Kentucky",35765,None,None
0500000US21091,Kentucky,"Hancock County, Kentucky",8719,None,None
0500000US21093,Kentucky,"Hardin County, Kentucky",108095,None,None
0500000US21095,Kentucky,"Harlan County, Kentucky",27134,None,None
0500000US21097,Kentucky,"Harrison County, Kentucky",18668,None,None
0500000US21099,Kentucky,"Hart County, Kentucky",18627,None,None
0500000US21101,Kentucky,"Henderson County, Kentucky",46137,None,None
0500000US21103,Kentucky,"Henry County, Kentucky",15814,None,None
0500000US21105,Kentucky,"Hickman County, Kentucky",4568,None,None
0500000US21107,Kentucky,"Hopkins County, Kentucky",45664,None,None
0500000US21109,Kentucky,"Jackson County, Kentucky",13373,None,None
0500000US21111,Kentucky,"Jefferson County, Kentucky",767154,None,None
0500000US21113,Kentucky,"Jessamine County, Kentucky",52422,None,None
0500000US21115,Kentucky,"Johnson County, Kentucky",22843,None,None
0500000US21117,Kentucky,"Kenton County, Kentucky",164688,None,None
0500000US21119,Kentucky,"Knott County, Kentucky",15513,None,None
0500000US21121,Kentucky,"Knox County, Kentucky",31467,None,None
0500000US21123,Kentucky,"Larue County, Kentucky",14156,None,None
0500000US21125,Kentucky,"Laurel County, Kentucky",60180,None,None
0500000US21127,Kentucky,"Lawrence County, Kentucky",15783,None,None
0500000US21129,Kentucky,"Lee County, Kentucky",6751,None,None
0500000US21131,Kentucky,"Leslie County, Kentucky",10472,None,None
0500000US21133,Kentucky,"Letcher County, Kentucky",22676,None,None
0500000US21135,Kentucky,"Lewis County, Kentucky",13490,None,None
0500000US21137,Kentucky,"Lincoln County, Kentucky",24458,None,None
0500000US21139,Kentucky,"Livingston County, Kentucky",9263,None,None
0500000US21141,Kentucky,"Logan County, Kentucky",26849,None,None
0500000US21143,Kentucky,"Lyon County, Kentucky",8186,None,None
0500000US21145,Kentucky,"McCracken County, Kentucky",65284,None,None
0500000US21147,Kentucky,"McCreary County, Kentucky",17635,None,None
0500000US21149,Kentucky,"McLean County, Kentucky",9331,None,None
0500000US21151,Kentucky,"Madison County, Kentucky",89700,None,None
0500000US21153,Kentucky,"Magoffin County, Kentucky",12666,None,None
0500000US21155,Kentucky,"Marion County, Kentucky",19232,None,None
0500000US21157,Kentucky,"Marshall County, Kentucky",31166,None,None
0500000US21159,Kentucky,"Martin County, Kentucky",11919,None,None
0500000US21161,Kentucky,"Mason County, Kentucky",17153,None,None
0500000US21163,Kentucky,"Meade County, Kentucky",28326,None,None
0500000US21165,Kentucky,"Menifee County, Kentucky",6405,None,None
0500000US21167,Kentucky,"Mercer County, Kentucky",21516,None,None
0500000US21169,Kentucky,"Metcalfe County, Kentucky",10004,None,None
0500000US21171,Kentucky,"Monroe County, Kentucky",10634,None,None
0500000US21173,Kentucky,"Montgomery County, Kentucky",27759,None,None
0500000US21175,Kentucky,"Morgan County, Kentucky",13285,None,None
0500000US21177,Kentucky,"Muhlenberg County, Kentucky",31081,None,None
0500000US21179,Kentucky,"Nelson County, Kentucky",45388,None,None
0500000US21181,Kentucky,"Nicholas County, Kentucky",7100,None,None
0500000US21183,Kentucky,"Ohio County, Kentucky",24071,None,None
0500000US21185,Kentucky,"Oldham County, Kentucky",65374,None,None
0500000US21187,Kentucky,"Owen County, Kentucky",10741,None,None
0500000US21189,Kentucky,"Owsley County, Kentucky",4463,None,None
0500000US21191,Kentucky,"Pendleton County, Kentucky",14520,None,None
0500000US21193,Kentucky,"Perry County, Kentucky",26917,None,None
0500000US21195,Kentucky,"Pike County, Kentucky",60483,None,None
0500000US21197,Kentucky,"Powell County, Kentucky",12321,None,None
0500000US21199,Kentucky,"Pulaski County, Kentucky",64145,None,None
0500000US21201,Kentucky,"Robertson County, Kentucky",2143,None,None
0500000US21203,Kentucky,"Rockcastle County, Kentucky",16827,None,None
0500000US21205,Kentucky,"Rowan County, Kentucky",24499,None,None
0500000US21207,Kentucky,"Russell County, Kentucky",17760,None,None
0500000US21209,Kentucky,"Scott County, Kentucky",53517,None,None
0500000US21211,Kentucky,"Shelby County, Kentucky",46786,None,None
0500000US21213,Kentucky,"Simpson County, Kentucky",18063,None,None
0500000US21215,Kentucky,"Spencer County, Kentucky",18246,None,None
0500000US21217,Kentucky,"Taylor County, Kentucky",25500,None,None
0500000US21219,Kentucky,"Todd County, Kentucky",12350,None,None
0500000US21221,Kentucky,"Trigg County, Kentucky",14344,None,None
0500000US21223,Kentucky,"Trimble County, Kentucky",8637,None,None
0500000US21225,Kentucky,"Union County, Kentucky",14802,None,None
0500000US21227,Kentucky,"Warren County, Kentucky",126427,None,None
0500000US21229,Kentucky,"Washington County, Kentucky",12019,None,None
0500000US21231,Kentucky,"Wayne County, Kentucky",20609,None,None
0500000US21233,Kentucky,"Webster County, Kentucky",13155,None,None
0500000US21235,Kentucky,"Whitley County, Kentucky",36089,None,None
0500000US21237,Kentucky,"Wolfe County, Kentucky",7223,None,None
0500000US21239,Kentucky,"Woodford County, Kentucky",26097,None,None
0500000US22001,Louisiana,"Acadia Parish, Louisiana",62568,4.91%,4.912
0500000US22003,Louisiana,"Allen Parish, Louisiana",25661,4.91%,4.812
0500000US22005,Louisiana,"Ascension Parish, Louisiana",121176,4.91%,5.060
0500000US22007,Louisiana,"Assumption Parish, Louisiana",22714,4.91%,4.802
0500000US22009,Louisiana,"Avoyelles Parish, Louisiana",40882,4.91%,4.800
0500000US22011,Louisiana,"Beauregard Parish, Louisiana",36769,4.91%,4.765
0500000US22013,Louisiana,"Bienville Parish, Louisiana",13668,4.91%,5.190
0500000US22015,Louisiana,"Bossier Parish, Louisiana",126131,4.91%,4.831
0500000US22017,Louisiana,"Caddo Parish, Louisiana",248361,4.91%,4.937
0500000US22019,Louisiana,"Calcasieu Parish, Louisiana",200182,4.91%,5.264
0500000US22021,Louisiana,"Caldwell Parish, Louisiana",9996,4.91%,4.824
0500000US22023,Louisiana,"Cameron Parish, Louisiana",6868,4.91%,5.023
0500000US22025,Louisiana,"Catahoula Parish, Louisiana",9893,4.91%,4.755
0500000US22027,Louisiana,"Claiborne Parish, Louisiana",16153,4.91%,4.905
0500000US22029,Louisiana,"Concordia Parish, Louisiana",20021,4.91%,5.173
0500000US22031,Louisiana,"De Soto Parish, Louisiana",27216,4.91%,5.097
0500000US22033,Louisiana,"East Baton Rouge Parish, Louisiana",444094,4.91%,4.915
0500000US22035,Louisiana,"East Carroll Parish, Louisiana",7225,4.91%,4.952
0500000US22037,Louisiana,"East Feliciana Parish, Louisiana",19499,4.91%,4.964
0500000US22039,Louisiana,"Evangeline Parish, Louisiana",33636,4.91%,5.148
0500000US22041,Louisiana,"Franklin Parish, Louisiana",20322,4.91%,4.831
0500000US22043,Louisiana,"Grant Parish, Louisiana",22348,4.91%,5.124
0500000US22045,Louisiana,"Iberia Parish, Louisiana",72691,4.91%,5.008
0500000US22047,Louisiana,"Iberville Parish, Louisiana",32956,4.91%,5.025
0500000US22049,Louisiana,"Jackson Parish, Louisiana",15926,4.91%,4.986
0500000US22051,Louisiana,"Jefferson Parish, Louisiana",435300,4.91%,4.692
0500000US22053,Louisiana,"Jefferson Davis Parish, Louisiana",31467,4.91%,4.900
0500000US22055,Louisiana,"Lafayette Parish, Louisiana",240091,4.91%,4.694
0500000US22057,Louisiana,"Lafourche Parish, Louisiana",98214,4.91%,4.706
0500000US22059,Louisiana,"LaSalle Parish, Louisiana",14949,4.91%,5.089
0500000US22061,Louisiana,"Lincoln Parish, Louisiana",47356,4.91%,4.981
0500000US22063,Louisiana,"Livingston Parish, Louisiana",138111,4.91%,4.888
0500000US22065,Louisiana,"Madison Parish, Louisiana",11472,4.91%,5.168
0500000US22067,Louisiana,"Morehouse Parish, Louisiana",25992,4.91%,4.888
0500000US22069,Louisiana,"Natchitoches Parish, Louisiana",38963,4.91%,5.099
0500000US22071,Louisiana,"Orleans Parish, Louisiana",389648,4.91%,4.962
0500000US22073,Louisiana,"Ouachita Parish, Louisiana",156075,4.91%,4.736
0500000US22075,Louisiana,"Plaquemines Parish, Louisiana",23373,4.91%,5.060
0500000US22077,Louisiana,"Pointe Coupee Parish, Louisiana",22158,4.91%,4.741
0500000US22079,Louisiana,"Rapides Parish, Louisiana",131546,4.91%,4.883
0500000US22081,Louisiana,"Red River Parish, Louisiana",8618,4.91%,4.696
0500000US22083,Louisiana,"Richland Parish, Louisiana",20474,4.91%,4.912
0500000US22085,Louisiana,"Sabine Parish, Louisiana",24088,4.91%,4.645
0500000US22087,Louisiana,"St. Bernard Parish, Louisiana",45694,4.91%,4.927
0500000US22089,Louisiana,"St. Charles Parish, Louisiana",52724,4.91%,4.949
0500000US22091,Louisiana,"St. Helena Parish, Louisiana",10411,4.91%,4.512
0500000US22093,Louisiana,"St. James Parish, Louisiana",21357,4.91%,4.925
0500000US22095,Louisiana,"St. John the Baptist Parish, Louisiana",43446,4.91%,4.569
0500000US22097,Louisiana,"St. Landry Parish, Louisiana",83449,4.91%,4.802
0500000US22099,Louisiana,"St. Martin Parish, Louisiana",53752,4.91%,5.141
0500000US22101,Louisiana,"St. Mary Parish, Louisiana",51734,4.91%,4.910
0500000US22103,Louisiana,"St. Tammany Parish, Louisiana",252093,4.91%,4.871
0500000US22105,Louisiana,"Tangipahoa Parish, Louisiana",130504,4.91%,5.126
0500000US22107,Louisiana,"Tensas Parish, Louisiana",4666,4.91%,4.844
0500000US22109,Louisiana,"Terrebonne Parish, Louisiana",112587,4.91%,5.116
0500000US22111,Louisiana,"Union Parish, Louisiana",22475,4.91%,5.165
0500000US22113,Louisiana,"Vermilion Parish, Louisiana",59867,4.91%,4.765
0500000US22115,Louisiana,"Vernon Parish, Louisiana",51007,4.91%,5.072
0500000US22117,Louisiana,"Washington Parish, Louisiana",46457,4.91%,4.834
0500000US22119,Louisiana,"Webster Parish, Louisiana",39631,4.91%,4.834
0500000US22121,Louisiana,"West Baton Rouge Parish, Louisiana",25860,4.91%,4.858
